Follow_up,Mail,Title,mail,LatN_dec,LongW_dec,Comments,ID,author_key,MosquitoSpecies1,host_richness,sd,n,vertebrate_site_diversity,Landscape,Landscape1,BloodSource1,BloodSource2,BloodSource3,BloodSource4,BloodSource5,BloodSource6,BloodSource7,BloodSource8,BloodSource9,BloodSource10,BloodSource11,BloodSource12,BloodSource13,BloodSource14,BloodSource15,BloodSource16,BloodSource17,BloodSource18,BloodSource19,BloodSource20,BloodSource21,BloodSource22,BloodSource23,BloodSource24,BloodSource25,BloodSource26,BloodSource27,BloodSource28,BloodSource29,BloodSource30,BloodSource31,BloodSource32,BloodSource33,BloodSource34,BloodSource35,BloodSource36,BloodSource37,BloodSource38,BloodSource39,BloodSource40,BloodSource41,BloodSource42,BloodSource43,BloodSource44,BloodSource45,BloodSource46,BloodSource47,BloodSource48,BloodSource49,BloodSource50,BloodSource51,BloodSource52,BloodSource53,BloodSource54,BloodSource55,BloodSource56,Mammalia,Aves,Amphibia,Reptilia,BloodSource_Orden,Location,Database,StudyType,Title2,Year,Author1,Author2,Author3,Author4,Author5,InstAut1,InstAut2,InstAut3,InstAut4,InstAut5,Landscape2
ok,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-202,013","-496,794",NA,10,Mucci2015,Psorophora_ferox,5,NA,NA,NA,forest_secondary_succession,rural,primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,"Primates, ?, Artiodactyla, Perissodactyla","Americo_de_Campos,Turvo-Grande,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
ok,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-201,566","-496,553",NA,10,Mucci2015,Psorophora_ferox,5,NA,NA,NA,forest_secondary_succession,rural,primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,"Primates, ?, Artiodactyla, Perissodactyla","Riolandia2,Turvo-Grande,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
ok,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-200,991","-497,522",NA,10,Mucci2015,Psorophora_ferox,5,NA,NA,NA,forest_secondary_succession,rural,primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,"Primates, ?, Artiodactyla, Perissodactyla","Pontes_Gestal,Turvo-Grande,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
ok,si,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",jalencar@ioc.fiocruz.br,"-22,443,778","-42,908,444",NA,11,Alencar2015,Anopheles_evansae,5,NA,NA,NA,wild_flooded_area,wild,Gallus_gallus_domesticus,Bufo_bufo,Rattus_rattus,Homo_sapiens_sapiens,Didelphis_marsupialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,"Galliformes, Didelphimorphia, Primates, Rodentia, Anura","REGUA,Brazil",Scopus,article,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",2015,Alencar J.,Mello C.F.D.,Gil-Santana H.R.,Giupponi A.P.D.L.,"Araújo A.N., Lorosa E.S., Guimarães A.É., Silva J.D.S.",Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro",wild
ok,si,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",jalencar@ioc.fiocruz.br,"-22,443,778","-42,908,444",NA,11,Alencar2015,Anopheles_triannulatus,5,NA,NA,NA,wild_flooded_area,wild,Gallus_gallus_domesticus,Bufo_bufo,Rattus_rattus,Homo_sapiens_sapiens,Didelphis_marsupialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,"Galliformes, Didelphimorphia, Primates, Rodentia, Anura","REGUA,Brazil",Scopus,article,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",2015,Alencar J.,Mello C.F.D.,Gil-Santana H.R.,Giupponi A.P.D.L.,"Araújo A.N., Lorosa E.S., Guimarães A.É., Silva J.D.S.",Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro",wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-22,488,386","-43,001,364",NA,15,DosSantosSilva2012,Aedes_scapularis,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Equus_ferus_caballus,Bos_taurus,Canis_lupus_familiaris,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"SONP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-23,361,814","-44,844,125",NA,15,DosSantosSilva2012,Aedes_scapularis,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Rattus_rattus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Didelphis_marsupialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"SMSP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-25,625,431","-54,460,722",NA,15,DosSantosSilva2012,Aedes_scapularis,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Rattus_rattus,Didelphis_marsupialis,Equus_ferus_caballus,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"INP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-154,053","-55,835,294",NA,15,DosSantosSilva2012,Aedes_scapularis,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"CGNP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-22,752,164","-44,617,392",NA,15,DosSantosSilva2012,Aedes_serratus,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Equus_ferus_caballus,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"SBNP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-25,625,431","-54,460,722",NA,15,DosSantosSilva2012,Haemagogus_leucocelaenus,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Equus_ferus_caballus,Bos_taurus,Canis_lupus_familiaris,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"INP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-23,361,814","-44,844,125",NA,15,DosSantosSilva2012,Psorophora_albipes,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Homo_sapiens_sapiens,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"SMSP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,juliass@ioc.fiocruz.br,"-22,488,386","-43,001,364",NA,15,DosSantosSilva2012,Trichoprosopon_digitatum,5,NA,NA,NA,wild,wild,Gallus_gallus_domesticus,Homo_sapiens_sapiens,Equus_ferus_caballus,Rattus_rattus,Didelphis_marsupialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,"SONP,Brasil",Scopus,article,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Dos Santos Silva J.,Alencar J.,Costa J.M.,Seixas-Lorosa E.,Guimarães A.E.,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro",Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,wild
NA,no,Innate preference or opportunism: Mosquitoes feeding on birds of prey at the Southeastern Raptor Center,nburkett@health.usf.edu,"32,597,058","-85,514,339",centro_rehab_aves_presa,18,Burkett-Cadena2014,Culex_territans,5,NA,NA,NA,urban,urban,Lithobates_catesbeianus,Lithobates_clamitans,Hyla_cinerea,Cardinalis_cardinalis,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,NA,"Southeastern_Raptor_Center,Alabama,USA",Scopus,article,Innate preference or opportunism: Mosquitoes feeding on birds of prey at the Southeastern Raptor Center,2014,Burkett-Cadena N.D.,Bingham A.M.,Porterfield C.,Unnasch T.R.,NA,"Auburn_University,University_of_South_Florida,University_of_Florida",University_of_South_Florida,"Auburn_University,Boise_State_University",University_of_South_Florida,NA,disturbed
ok,si,"Vertebrate Hosts of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus (Diptera: Culicidae) as Potential Vectors of Zika Virus in Florida",nburkettcadena@ufl.edu,"2,767,533","-80,432,628",NA,19,Stenn2018,Aedes_albopictus,5,NA,NA,NA,urban,urban,Homo_sapiens_sapiens,Sylvilagus_floridanus,Dasypus_novemcinctus,Procyon_lotor,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,NA,"Indian_River_County,Florida,USA",Scopus,article,"Vertebrate Hosts of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus (Diptera: Culicidae) as Potential Vectors of Zika Virus in Florida",2018,Stenn T.,Peck K.J.,Rocha Pereira G.,Burkett-Cadena N.D.,NA,University_of_Florida,Florida_Department_of_Health_Martin-County,Instituto_Oswaldo_Cruz_FIOCRUZ,University_of_Florida,NA,disturbed
ok,si,Mosquito-host interactions during and after an outbreak of equine viral encephalitis in eastern Panama,millerma@si.edu,"8,361,167","-77,940,667",NA,6,Navia-Gine2013,Mansonia_indubitans,4,NA,NA,NA,"deforested with scattered patches of secondary forest intermingled with grassland, shrub vegetation and swampy areas.",wild,Sus_scrofa,Equus_caballus,Bos_taurus,Gallus_gallus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,"Artiodactyla, Perissodactyla, Galliformes",Panama,Scopus,article,Mosquito-host interactions during and after an outbreak of equine viral encephalitis in eastern Panama,2013,"Navia-Gine W.G., ","Loaiza J.R., ",Miller M.J.,NA,NA,Smithsonian Tropical Research Institute,"Centro de Biodiversidad y Descubrimiento de Drogas, Instituto de Investigaciones Cient ??ficas y Servicios de Alta Tecnolog ??a, Clayton, Panama ?,",Universidad de Panamá,NA,NA,wild
NA,no,Host selection of Aedes aegypti and Culex quinquefasciatus females in a semi-desert environment in Northern Mexico,fjimenez@uacj.mx,"31,774,893","-106,555,924",NA,8,Juache-Villagrana2020,Aedes_aegypti,4,NA,NA,NA,suburban,urban,Canis_lupus_familiaris,Homo_sapiens_sapiens,Felis_catus,Gallus_gallus_domesticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,"Carnivora, Primates, Galliformes","Cd_Juarez,Chihuahua,Mexico",Scopus,article,Host selection of Aedes aegypti and Culex quinquefasciatus females in a semi-desert environment in Northern Mexico,2020,Juache-Villagrana A.E.,De la Mora-Covarrubias A.,Escárcega-Ávila A.,Jiménez -Vega F.,NA,Universidad_Autónoma_de_Ciudad_Juárez,Universidad_Autónoma_de_Ciudad_Juárez,Universidad_Autónoma_de_Ciudad_Juárez,Universidad_Autónoma_de_Ciudad_Juárez,NA,disturbed
NA,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-212,559","-498,491",NA,10,Mucci2015,Aedes_scapularis,4,NA,NA,NA,forest_secondary_succession,rural,primate,bird,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,"Primates, ?, Artiodactyla, Perissodactyla","Ubarana,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
NA,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-212,559","-498,491",NA,10,Mucci2015,Aedes_serratus,4,NA,NA,NA,forest_secondary_succession,rural,primate,bird,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,"Primates, ?, Artiodactyla, Perissodactyla","Ubarana,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
NA,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-212,559","-498,491",NA,10,Mucci2015,Mansonia_humeralis,4,NA,NA,NA,forest_secondary_succession,rural,primate,bird,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,"Primates, ?, Artiodactyla, Perissodactyla","Ubarana,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
NA,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-212,559","-498,491",NA,10,Mucci2015,Wyeomyia_sp.,4,NA,NA,NA,forest_secondary_succession,rural,primate,bird,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,"Primates, ?, Artiodactyla, Perissodactyla","Ubarana,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
