DateUpload,Title,Mail,MailSent,LongW,LatN,Comments,ID,AuthorKey,MosquitoSpecies,HostRichness,BloodengorgedMosquitoes,Landscape,BloodSource1,BloodSource2,BloodSource3,BloodSource4,BloodSource5,BloodSource6,BloodSource7,BloodSource8,BloodSource9,BloodSource10,BloodSource11,BloodSource12,BloodSource13,BloodSource14,BloodSource15,BloodSource16,BloodSource17,BloodSource18,BloodSource19,BloodSource20,BloodSource21,BloodSource22,BloodSource23,BloodSource24,BloodSource25,BloodSource26,BloodSource27,BloodSource28,BloodSource29,BloodSource30,BloodSource31,BloodSource32,BloodSource33,BloodSource34,BloodSource35,BloodSource36,BloodSource37,BloodSource38,BloodSource39,BloodSource40,BloodSource41,BloodSource42,BloodSource43,BloodSource44,BloodSource45,BloodSource46,BloodSource47,BloodSource48,BloodSource49,BloodSource50,BloodSource51,BloodSource52,BloodSource53,BloodSource54,BloodSource55,BloodSource56,Mammalia,Aves,Amphibia,Reptilia
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6794,-20.2013,NA,10,Mucci2015,Psorophora_albigenu,6,6,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6794,-20.2013,NA,10,Mucci2015,Psorophora_ferox,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.5004,-21.4257,NA,10,Mucci2015,Aedes_scapularis,3,7,disturbed,Primates,bird,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.159,-21.1043,NA,10,Mucci2015,Aedes_scapularis,3,3,disturbed,Primates,bird,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.9382,-20.5785,NA,10,Mucci2015,Aedes_scapularis,3,19,disturbed,Primates,non-human-primate,bird,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6348,-20.2961,NA,10,Mucci2015,Aedes_serratus,6,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.869,-20.043,NA,10,Mucci2015,Psorophora_albigenu,7,1,disturbed,Primates,Homo_sapiens,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.8167,-20.5334,NA,10,Mucci2015,Psorophora_albigenu,5,2,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.8491,-21.2559,NA,10,Mucci2015,Aedes_scapularis,4,2,disturbed,Primates,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.7823,-20.8455,NA,10,Mucci2015,Aedes_scapularis,4,10,disturbed,Primates,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-48.7917,-20.9344,NA,10,Mucci2015,Aedes_serratus,3,2,disturbed,Primates,bird,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.8491,-21.2559,NA,10,Mucci2015,Mansonia_humeralis,4,2,disturbed,Primates,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.2113,-20.5014,NA,10,Mucci2015,Psorophora_albigenu,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.186,-20.507,NA,10,Mucci2015,Aedes_scapularis,5,10,disturbed,Primates,non-human-primate,Equus_caballus,Bos_taurus,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.8167,-20.5334,NA,10,Mucci2015,Aedes_scapularis,5,8,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.1281,-20.6725,NA,10,Mucci2015,Aedes_scapularis,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6472,-20.1764,NA,10,Mucci2015,Aedes_serratus,6,3,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.3216,-20.4866,NA,10,Mucci2015,Aedes_terrens,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.2113,-20.5014,NA,10,Mucci2015,Coquillettidia_venezuelensis,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.8167,-20.5334,NA,10,Mucci2015,Mansonia_humeralis,5,3,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.2113,-20.5014,NA,10,Mucci2015,Mansonia_titillans,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.3683,-21.5212,NA,10,Mucci2015,Psorophora_albigenu,2,1,disturbed,Primates,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.5429,-20.2163,NA,10,Mucci2015,Psorophora_albigenu,3,2,disturbed,Primates,bird,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6348,-20.2961,NA,10,Mucci2015,Psorophora_albigenu,6,18,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-48.7917,-20.9344,NA,10,Mucci2015,Psorophora_albigenu,3,2,disturbed,Primates,Bos_taurus,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.8167,-20.5334,NA,10,Mucci2015,Psorophora_discrucians,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.1281,-20.6725,NA,10,Mucci2015,Psorophora_ferox,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.3683,-21.5212,NA,10,Mucci2015,Psorophora_ferox,2,1,disturbed,Primates,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.7522,-20.0991,NA,10,Mucci2015,Psorophora_ferox,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6553,-20.1566,NA,10,Mucci2015,Psorophora_ferox,5,1,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.186,-20.507,NA,10,Mucci2015,Psorophora_ferox,5,4,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6348,-20.2961,NA,10,Mucci2015,Aedes_scapularis,6,4,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6794,-20.2013,NA,10,Mucci2015,Aedes_scapularis,6,3,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6472,-20.1764,NA,10,Mucci2015,Aedes_scapularis,6,6,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6553,-20.1566,NA,10,Mucci2015,Aedes_scapularis,6,2,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.7522,-20.0991,NA,10,Mucci2015,Aedes_scapularis,6,10,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.6553,-20.1566,NA,10,Mucci2015,Aedes_serratus,6,4,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,Rattus_norvegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.3216,-20.4866,NA,10,Mucci2015,Aedes_serratus,5,6,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-49.8491,-21.2559,NA,10,Mucci2015,Aedes_serratus,4,2,disturbed,Primates,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
29.09.2020,"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_São_Paulo,_Brazil",lfmucci@gmail.com,no,-50.186,-20.507,NA,10,Mucci2015,Aedes_serratus,5,3,disturbed,Primates,non-human-primate,bird,Bos_taurus,Equus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
